SentenceID,Formality,Sentence
3TC2K6WK9F11OLN3K982P4SDQMW82W,1.6,"After checked all log files it doesn't say has a too high frequency, so I can't understand..."
3E9ZFLPWOXRVE72DHK5MSJGN6R1XI3,4.6,"After Conrad announced her decision to bail on TV in the hopes of leading a more private life focused on her fashion career, producers brought in Conrad's old schoolmate, Kristin Cavallari, as a replacement."
3EFNPKWBMRN8REEJT59SFZRND2K03C,5.0,"After consulting with all three parties that make up the national unity government, delegation head Oldemiro Baloi, the Mozambican Foreign Minister, told the media."
3R5OYNIC2B8GECGXP5U9CDWTF98PTO,2.6,"After finishing 2-11 last season in Wulff's first year, the Cougars have four games left against Arizona, UCLA, Oregon State and Washington."
34D9ZRXCYQT8C8XGBM7MCDBCE4VAS5,2.8,"After going to some issues, I got XMMS working on Ubuntu."
3T6EIBTM9KN4CCBMUMLVRDH6SYNAA8,4.0,"After helping her, he set off to return to his sailboat, which was anchored at the Avalon harbor."
3087LXLJ6LF37QUCD0AUG8GKGSOF0Z,3.4,"After last week's fiasco, when an eastern span patch job fell apart after a mere seven weeks - we certainly hope so."
3DGDV62G7N8MUDMK6QADBQN3FWW2PA,3.6,"After Nichols connected with Tyler Hart for a 38-yard touchdown pass to give the Eagles a 7-2 lead, Johnson then intercepted Hubel for the second time in the first quarter."
3W31J70BARVYH4H6QRUBRMAQXD2CKR,3.4,"After over eight hours use, with push email and Exchange active, WiFi and Bluetooth turned on, and plenty of use, we were still seeing 30-percent remaining charge."
3H5TOKO3D8IONLJ2V8USY5TK451461,4.6,"After police did not oppose bail, Mr Zdenkowski set it at $10,000 and imposed strict conditions on Corben's freedom."
32LAQ1JNT8OT6HOT6RT3MJJSNQ0UTP,1.8,"After reading many of your articles and Sarah Palin's facebook page, I knew it was time to get off the couch!"
363A7XIFV3LO40EK5HCRN0VJD8PAVA,1.2,"After reading Squinky's how to I copy/pasted his /etc/ppp/peers/tmobile , gc89chat files it was 3 files."
3IJ95K7NDWBC6MIEPQIA95C9P0ZNGH,3.8,"After school, he had picked up a plastic jug of kerosene for his mother, which he stowed along with his green backpack."
32TMVRKDGMXBRZ2QONRQIJPBA0S84S,4.6,"After she did so, the company wrote back saying it was reorganizing the department and would get back to her."
35NNO802AUVQ2DO9FEIDUHPP4DRNI9,2.8,"After some google search, I found that people all mentioned that   in /etc/X11/xorg.conf :  There is a section called ServerFlags"
31MBOZ6PANQ91AZOBR6C6MN5MD7CLU,4.2,"After that, the rounds of final inspections begin."
3RWO3EJELG8F5S4ONMAZ67DYNQH1PR,4.2,"After the House and Senate passed the bill on back-to-back partisan votes, the only folks doing a victory dance Friday were the Democrats who control the General Assembly and the governor's mansion."
3UL5XDRDNBITNI6Q2SA0NBVPAWN85X,4.4,"After the incident, Almaleki drove to Mexico and abandoned his vehicle in Nogales, Peoria police said."
375VMB7D4IIHG1XWQK4AYCDVQ9QDII,5.2,"""After the rate hike last month, the Reserve Bank said that it wanted to get rates back towards a 'neutral' setting, which has traditionally been five to six per cent,"" Mr Eslake says."
3WRAAIUSBIYG8PJF5WD9BLS4TJXAXD,2.8,"After the visit, it instantly became one of my favorite breweries and still is (but you must like that kind of beer)."
3SNR5F7R91SM87BWMFFU4UVGQLQIEF,3.2,"After they liquored up the girl with brandy, they proposed sex, according to several accounts by friends of those who were there but asked not to be named for fear of retaliation."
37J05LC5AWIDBCH282PAADSV3OFDJU,3.0,"After trying a number of complicated things, I happened to uninstall all of OO and reinstall it from the repos (in Adept)."
3ZURAPD287M3EFFU9JEUUDZULKUF12,3.6,"After two and a half minutes, the main part of the 327-foot (100-meter) rocket splashed down as planned in the Atlantic Ocean as applause broke out in a relieved and excited NASA control room."
3LOJFQ4BOWE8MWNKQNPMBSS8IDFDKT,2.2,Afterwards postgresql should start up as usual and everything's fine.
3XDSWAMB21RKS7F13WE8N8MZWJUCQJ,5.0,"After watching his team hold Charlotte to its franchise-low scoring output (59) in Wednesday's win, Rivers had complained that the offense lagged behind the defense."
367O8HRHKF7TAJHZ2LXVZAPCMUYS4B,4.0,"A full review with performance benchmarks will be presented next week, so present any questions you'd like to see answered."
37ZQELHEQZXCYWE00TG5MAW6LMBNMP,4.0,"A further search of the house and property found two more bodies in a crawl space, and a sixth body was found in a shallow grave outside the home, Stacho said."
3T2EL38U0LJ8V5QWUSAV1L79X1IXQ6,3.4,Again in your home directory run this command and post your xsession-errors file.
3YO4AH2FPCJ0YFKLRGLOS7KYNUXQ04,2.6,Again maybe someone locally can respond.
3B9J25CZ24CW5NUEV03DI810E7FCS8,4.6,"Again, thank you for the work you do and please continue to spread the word for the Hoffman campaign."
3LEG2HW4UEMA30XQSNE8ZW9ZDQ8F2J,2.2,Again: the truth just sounds different.
3ZLW647WAKUFNOHX8SD6YNK2A0432Z,4.0,A gain would be the fifth in the past six months.
3H4IKZHALAHIGEZ0CUV5ZPL6QCLNNP,3.0,"A good conservative Hispanic candidate, Marco Rubio, is being dismissed in favor of the uber-liberal Charlie Crist in Florida."
3VDVA3ILICE9SFBPK3KCCYZ6MZVG13,2.0,A good location near subways is one of the most important things to us!
3E22YV8GG05IJZBDS98X3EQ1QRMNPL,5.2,"A group of popular football players and cheerleaders - notably the school's First Couple, Quinn (Dianna Agron) and Finn (Cory Monteith) - have joined the much-scorned glee club, and their friends and coaches (including Jane Lynch's fabulously demonic cheerleader leader) are tormenting them."
39I4RL8QGIG4KA3JRRLWVWIADJH4H2,5.0,"""A half-point hike can't be ruled out even if the odds are slim,"" says Shane Oliver, chief economist at AMP Capital."
3OEWW2KGQIARCN8ZOFHFI99H2IPDOD,4.4,"A handful of others in southwest Houston and Humble said they had concerns about Locke's past as a fiery civil rights activist, although several voters near Acres Homes found that aspect of his past persuasive."
3ICOHX7ENBAB1CUGIPQOYQVK4RA0E3,5.6,"Ahead of the release of new findings from Queensland's Crime and Misconduct Commission on illicit drugs, intelligence director Chris Keen confirmed that cocaine use ""is more prevalent over a wider range of demographics""."
3SBX2M1TKCMHX32MAH8Q4AAB46DQ4K,4.4,"Ahead of the typhoon, millions of Filipinos had boarded buses heading to home provinces for this weekend's All Saints Day, when people visit cemeteries to pay respects to dead relatives in this devoutly Roman Catholic nation."
306996CF6VJD1Y3E4HSYBN896M3B1H,6.0,Aides to the state's congressional delegation noted that Massachusetts is already digging deep into its own accounts to help fund its health care system.
3DZKABX2ZH4CXFBIPV8ITVL7DB9CVD,2.4,"Airport Extreme Connection, iBook G4...please help!"
3AFT28WXLE18KYOLGTIQ96PUUNWIOJ,2.2,(a) It's probably just a good idea to keep a backup of the original file.
3X52SWXE0W4PC4BNF5DEFX4LKKBCWN,5.2,"A joint venture between several major networks, Hulu delivers free, ad-supported programming via online streams - an untested model for long-term profitability, at least when it comes to television."
3IQ9O0AYW5YOXQTTCA4P3GVHTVEIT6,4.4,"A jump in the import index to 52.8 from 50.7 ""shows an acceleration of domestic demand,"" Zhang said."
33NKDW9FFWH414GDPA90HGISTMHCXG,5.6,"A key change from the vetoed bill would tie new contribution limits to the primary and general elections rather than calendar years, reducing the advantage of incumbents who could raise money around the clock."
3MYASTQBG6AUXZLF3S9J7E4HHJ7DQL,3.6,"A Kingwood woman said she supported Locke because of the organizations and individuals who back him, such as business groups and unions."
36FQTHX3Z2Q9B1HTRL6HZGN646HB39,3.4,"A large debris field has been located, and debris has been collected, he said."
3JTPR5MTZRBDIJ8RBH73DG4G5WH5KD,3.8,Alas...
30UZJB2POGB7ML0KQBF4WUNEUAV350,5.4,A lawyer for Burma's detained opposition leader Aung San Suu Kyi says she has been informed of the upcoming visit of two senior U.S. officials and is preparing to meet them.
3VO4XFFP14LEGQK5CF6X7MULV83Q74,2.8,Albany is about 2 hours east of Cooperstown towards Boston and it is easy to get on the Mass turnpike from there.
3WKGUBL7SYL666M9IC0UNOBHU0Q4L9,5.0,"Alistair Darling is expected to confirm over the next few days that assets belonging to the two banks, which are majority-owned by the taxpayer, will be sold off to boost competition."
30P8I9JKOHKRYU23ALLAFPFXLUNV5O,5.0,Alistair Darling is to trigger a banking revolution in the next few days that will see well-known names return to the High Street.
3FULMHZ7OTWQCO4UIO19N1Q6U5G4MB,3.6,"Alistair Darling, the chancellor, warned ministers of tough times ahead and stated that any new projects would need to be ""paid for by savings elsewhere""."
30Z7M1Q8UXJQTOI7XO1HVMBB2AO8A3,2.0,"A little bit of that makes sense to me, but not a lot of it."
3PIOQ99R7XLVB4J99V7RDKD0Y8ENUH,3.0,"A little Google-fu later and I found that it wasn't a particularly pricey item, but it would be much appreciated by my friend and show that I notice things that matter to him."
373L46LKP65LPINC0JBXEQNLNXBKJD,4.0,"All 14 of the tanks will be used by the chemical steam generators units that will be installed on the A-3 stand for creating simulated altitudes of up to 100,000 feet, a testing environment for Constellation, initially to validate the performance of the J2-X engine for the upper stage of the new Ares I launch vehicle."
3YKP7CX6G1ERCKIGTX97CXZM983B7E,3.2,"All 15 were shot to death, they said."
3X2YVV51PT35P11PZ8OUY1LUGNK1WM,4.2,All boosted by the frictionless billing that Apple has created in the App Store.
3VAOOVPI3YR24ETUO4ZB95DSGMMLLK,4.6,"All circles in Queensland support development of the Australia-China friendly and cooperative relationship, Bligh said."
3MDWE879UG1VQ3698U7RQTQS4YRB9Q,3.8,"""All hands need to be on deck."""
3MQKOF1EE1NZHWH1F18PZ3M35KODWP,1.8,All I can do is guess.
3EPG8DX9LJPETA57O9CB9XQFZ6N5PE,2.4,all it is is a system of boardwalks built on the rocks in front of the bridal veil falls (the smaller falls between the american and horseshoe falls that wont kill you if you get close).
30U1YOGZG9V6AF0SVWYO2EJIZ7RSDO,4.0,All it needed was a spark - the elements were already there.
3TD33TP5DK19VMGE00LRMO1CAG9BA5,3.0,"All it took for things to lurch out of control, investigators, students and community leaders say, was opportunity - and that came when the girl left the school dance Saturday night, walked by a group of bad boys boozing hard in the unlit courtyard, and accepted their invitation to hang out."
3OID399FXF6X6AV6PCYPVF03AHXFDS,4.2,"All of the early cases were from foreign visitors, though not just from the US."
39O6Z4JLX1W00DMDGR45786HETXXV0,2.4,"allright, that might be it."
3MXX6RQ9EU4WXR17A4T145K1ZAR4P7,5.4,"All seven aboard the Coast Guard plane are stationed at the Coast Guard Air Station in Sacramento, Calif., where their aircraft was based."
3QHITW7OYN8WZSI3JIIHHDWBWG9QAV,2.6,"""All the ones that have contacted me are considering their positions,"" he said."
3SBNLSTU6T43BRM6QOSWY7GLMMSDZF,3.8,ALL the support he gets will help guarantee our country a much needed victory.
3L21G7IH46V9E6WPE96IJY6ARVK1YL,2.8,All the video from the L.A. rehearsals and the London concerts was to be fashioned into a blockbuster theatrical release which promised to bring in countless millions more.
3THR0FZ95OSAAZWR1WF31MHMBRRLO1,4.4,"All three House positions represent districts east of the Cascades, and each was vacated before the previous occupant's term expired - two by deaths, and one by a promotion."
3O4VWC1GEV5FTKF5FDJYX46JCBQJ32,4.6,"All told, 53,000 feet of containment booms had been set out around the ship itself as well as important beaches."
338GLSUI42A38ZEOM2TEQEM3BK7SFZ,2.6,"All told, the ""bold buckaroo with the cold green eyes"" had served his country faithfully for some fifty-five years."
3DWNFENNE2U0BGY9FROH79YPQBMJ4N,1.8,All very good just depends how much space you need.
304QEQWKZOJXD375C3TK32PY8TG0O7,5.2,All were being checked for spinal injuries.
3ZUE82NE090LPFZF84N99NM2ZQ18FG,5.8,"Almaleki was angry with his daughter ""as she had become too 'Westernized' and was not living according to [the family's] traditional Iraq[i] values,"" Peoria police said in a statement last week."
3QTFNPMJC5HCX3DJFI6ZUCSF0QTNZ6,3.8,Almost 300 pirate attacks were logged worldwide in 2008 alone.
304QEQWKZOJXD375C3TK32PY8TFO0U,5.0,"Almost 7,000 specially-trained troops in jungle warfare are also part of the total strength of the central forces to be deployed for the task."
3HKIF5DF6XWRHKEKOGZ5R4HPKBJG9C,4.0,"Alongside Speidi, Audrina and the rest of the well-tanned Cali kids, Cavallari reprises the role she stepped into as a teenager on Hills precursor 'Laguna Beach': a flirtatious, manipulative man-eater, all shiny locks and come-hither stares."
30IRMPJWDYI2N66P8OK6GH9CXE5KR5,4.6,"Along the muddy-brown Kampar River, there are no kindly school crossing guards, no lumbering yellow buses, no lines of parents jockeying for parking space to deposit their little ones, with last-minute reminders of forgotten books and raincoats."
3IVKZBIBJZ8NMV5UHSHETZYGRZKSHX,3.8,"Along the way, the brothers often talk about their day or the games they play at home."
39WSF6KUV1KW4TMZKASZORR22UQOEH,4.0,"Along with comparison shopping and making a simple price book, one of the often overlooked uses for ubiquitous capture - but one I use all the time - is using your notebook to capture gift ideas."
3KQC8JMJGBRJ2EKFRDGDLRQ4ZJM3HH,3.6,"Along with Dodd, an old friend, Senator John F. Kerry of Massachusetts has taken Kirk under his wing, and the two meet often."
3M93N4X8HJMJD10K5SKZ5CEV4ROSJ2,5.0,"Along with the rump of RBS and Lloyds, the new banks will continue to be Government-owned until at least after the Election - and there will be a ban on existing banks buying up the new institutions."
35XW21VSVFDP8ROK8DWCLRRN8GULSY,3.4,A lot of damage was caused by this crisis.
30EMX9PEVJIEOL62NDKB6RE8JGOSK1,4.6,"""A lot of people are getting money from the government,"" he said, ""so it's not just embassies buying. Now regular people buy as well."""
31S7M7DAGFPQNR1ZXD12VWN9AZ8LTN,2.6,A lot of politicians and political operatives in DC are very impressed by polling that shows people concerned about the budget deficit.
3O71U79SRAO9E9658PXRL46C8LJSM6,5.2,"Already, the lack of water is fueling tribal conflicts and insurgencies, Mr. Eryani said."
3NFWQRSHVDD0IU5XR2ZX1030N9DFG2,5.6,Already these distinctions are merely fossilized conventions that stem from consumers' discovery habits.
3OQQD2WO8H5JY9VZXVYYL3RJZW13IA,1.0,"alright, well, i guess i just made a newbie mistake."
3O4VWC1GEV5FTKF5FDJYX46JCBQ3JM,2.4,also after configuring many times the server and fixed all parameetrs in yaboot.conf
3G3AJKPCXKRQ65T81RPKHWDD3FUY4V,2.2,Also a must see if you have kids is FAO Schwarz toy store.
3G9UA71JVUTXU3GSHPMOALIZHDCJ77,2.2,Also any other hotels to consider?
3Y3CZJSZ9JSZ5NLM11G0ESQU0OBR5S,2.2,"Also, check out Hotels on the right of this page to see reviews from visitors that have already come and stayed here."
3FCO4VKOZ3CPJNU03OBXD557C5GE7H,2.4,Also does Plattsbugh Air Force Base still exist ?
38VTL6WC49C82OX8FW8UMOJR3BPY50,3.6,"Also, for The Ticket's latest coverage of these shows' recent ratings moves, click here."
37VE3DA4YTGO59OS66VJ3AOGNBZBHG,2.0,Also having a hard time deciding which area to stay in.
335VBRURDIZTX6ITIL9HR1WD7V4E9T,3.6,Also hotel recommendations would be appreciated.
3K1H3NEY7KY3KAR10W47D00FBWYGDT,1.8,Also icons from my desktop dropped out and my desktop is inactive.
30EV7DWJTUU4LSXMKFIZEUXRZ60Y6G,3.4,"Also, if it's a cold day, you might want to warm up at the Butterfly Conservatory on the Niagara Parkway (in Ontario.)"
3FO95NVK5BZ0BPJXDXT8730ME8ISRU,2.6,"Also, if you like Wine, there's a nice Wine Bar / Restaurant downtown (I forget the name) , near the DMV....at least it was there 3 years ago!"
35ZRNT9RUHXTUV62VQB350N5B503O5,3.6,Also if you want full functionality of your printer try the HPLIP software: http://hpinkjet.sf.net
3OZ4VAIBEWEZ5THOZNP4GZY23VIVJA,2.0,Also I'm choosing Holiday Inn so that I don't need to rent a car.
324N5FAHSWAUGDN6H8PGHEYFIKIVK9,1.8,Also interested in a great place for breakfast.
3E24UO25QYPSRETKES91C3ZPLW1O6V,4.0,"Also in the race are Mills Worsham, who represents the area on the HCC board, and George Foulard, 22, an operations manager at a local energy company who raised a surprising $112,000 for his first race."
